reference,accountId,amount,currency,date
TXN-2026-04122,ACC-9125,4947.84,USD,2026-05-09T00:11:44
TXN-2026-04123,ACC-5041,7895.16,EUR,2026-05-01T07:11:02
TXN-2026-04124,ACC-1892,6983.79,USD,2026-03-02T00:23:06
TXN-2026-04125,ACC-3464,610.60,EUR,2026-02-05T15:00:51
TXN-2026-04126,ACC-4127,9014.70,EUR,2026-03-22T17:51:27
TXN-2026-04127,ACC-2204,510.10,ARS,2026-06-23T19:20:00
TXN-2026-04128,ACC-2100,4447.27,USD,2026-05-05T19:34:05
TXN-2026-04129,ACC-3446,1281.85,ARS,2026-05-25T09:24:41
TXN-2026-04130,ACC-4635,9263.71,EUR,2026-01-29T02:50:03
TXN-2026-04132,ACC-5423,6986.12,ARS,2026-06-21T10:06:05
TXN-2026-04133,ACC-7418,9159.73,ARS,2026-04-22T16:04:13
TXN-2026-04134,ACC-5885,7853.34,ARS,2026-06-06T15:44:11
TXN-2026-04135,ACC-2184,9637.01,EUR,2026-04-30T08:06:32
TXN-2026-04136,ACC-6509,3075.80,USD,2026-01-13T10:49:15
TXN-2026-04137,ACC-7917,3071.61,USD,2026-05-22T02:03:59
TXN-2026-04138,ACC-6148,9213.24,USD,2026-06-06T09:46:24
TXN-2026-04139,ACC-7951,7143.73,ARS,2026-01-13T23:18:51
TXN-2026-04140,ACC-5376,5334.30,EUR,2026-04-03T13:39:30
TXN-2026-04141,ACC-5800,575.43,ARS,2026-01-24T16:43:08
TXN-2026-04142,ACC-5910,5325.25,USD,2026-04-04T05:36:58
TXN-2026-04143,ACC-8812,7374.37,USD,2026-02-01T17:28:17
TXN-2026-04144,ACC-3084,2118.98,EUR,2026-03-19T11:02:52
TXN-2026-04145,ACC-9933,1008.52,EUR,2026-03-20T15:42:47
TXN-2026-04146,ACC-1985,6177.32,USD,2026-06-26T05:43:17
TXN-2026-04147,ACC-7805,971.34,ARS,2026-01-28T09:21:08
TXN-2026-04148,ACC-3801,8991.66,USD,2026-06-13T12:03:32
TXN-2026-04149,ACC-6976,5783.99,EUR,2026-04-17T16:04:13
TXN-2026-04150,ACC-5639,2110.58,ARS,2026-05-28T11:05:45
TXN-2026-04151,ACC-6875,9883.28,EUR,2026-05-04T02:51:31
TXN-2026-04152,ACC-8931,6097.38,EUR,2026-05-10T00:30:10
TXN-2026-04153,ACC-5295,5524.48,USD,2026-04-15T16:16:46
TXN-2026-04154,ACC-4607,1558.82,USD,2026-05-12T01:15:17
TXN-2026-04155,ACC-5385,6575.49,EUR,2026-02-11T21:15:15
TXN-2026-04156,ACC-3599,9250.79,USD,2026-06-05T21:51:51
TXN-2026-04157,ACC-4225,1580.77,USD,2026-01-25T05:42:58
TXN-2026-04158,ACC-3513,9386.19,ARS,2026-01-28T22:10:22
TXN-2026-04159,ACC-1455,832.31,EUR,2026-03-16T14:36:58
TXN-2026-04160,ACC-9744,1343.29,USD,2026-04-18T15:33:36
TXN-2026-04161,ACC-7109,4200.72,ARS,2026-02-21T15:50:51
TXN-2026-04162,ACC-2564,2967.58,ARS,2026-06-25T02:27:27
TXN-2026-04163,ACC-6620,3702.99,ARS,2026-06-22T14:26:26
TXN-2026-04164,ACC-2368,6632.45,EUR,2026-06-01T12:32:15
TXN-2026-04165,ACC-8082,9066.25,USD,2026-04-10T23:08:52
TXN-2026-04166,ACC-6172,4791.28,ARS,2026-05-06T19:44:02
TXN-2026-04167,ACC-6620,9945.56,USD,2026-06-16T15:17:52
TXN-2026-04168,ACC-2522,2066.39,ARS,2026-05-10T12:18:53
TXN-2026-04169,ACC-4901,8876.66,EUR,2026-01-13T19:50:22
TXN-2026-04170,ACC-1636,511.25,ARS,2026-06-07T11:46:12
TXN-2026-04171,ACC-2591,7901.20,EUR,2026-02-15T02:46:15
TXN-2026-04172,ACC-5220,7761.83,USD,2026-02-17T08:34:45
TXN-2026-04173,ACC-2837,4318.62,EUR,2026-05-06T14:55:22
TXN-2026-04174,ACC-1746,2486.99,USD,2026-01-25T14:04:46
TXN-2026-04175,ACC-8906,1726.15,EUR,2026-05-20T14:56:04
TXN-2026-04176,ACC-6754,6778.25,ARS,2026-04-07T10:04:02
TXN-2026-04177,ACC-4135,8452.04,ARS,2026-03-15T04:01:52
TXN-2026-04178,ACC-9369,6738.24,ARS,2026-04-09T16:54:47
TXN-2026-04179,ACC-9852,6475.30,USD,2026-01-28T15:52:23
TXN-2026-04180,ACC-9008,974.69,EUR,2026-06-21T07:07:29
TXN-2026-04181,ACC-4117,5007.52,USD,2026-02-04T04:37:32
TXN-2026-04182,ACC-5926,2844.77,ARS,2026-05-31T01:09:35
TXN-2026-04183,ACC-9915,6857.85,USD,2026-06-20T16:34:49
TXN-2026-04184,ACC-4148,5728.92,ARS,2026-05-28T15:06:07
TXN-2026-04185,ACC-1195,3239.27,USD,2026-04-20T15:28:15
TXN-2026-04186,ACC-6574,9134.79,EUR,2026-05-30T11:53:47
TXN-2026-04187,ACC-1207,8601.07,EUR,2026-06-28T05:40:49
TXN-2026-04188,ACC-2203,5208.29,USD,2026-01-10T16:44:14
TXN-2026-04189,ACC-6128,8130.49,USD,2026-04-30T22:45:41
TXN-2026-04190,ACC-9692,2514.15,USD,2026-03-22T02:12:51
TXN-2026-04191,ACC-8979,658.79,ARS,2026-04-29T06:13:46
TXN-2026-04192,ACC-2094,1039.36,ARS,2026-04-02T12:24:00
TXN-2026-04193,ACC-8945,1159.92,EUR,2026-03-18T05:04:22
TXN-2026-04194,ACC-7626,438.42,EUR,2026-04-24T07:17:14
TXN-2026-04195,ACC-2294,1593.81,USD,2026-02-26T16:59:29
TXN-2026-04196,ACC-4905,2657.89,ARS,2026-06-16T20:24:09
TXN-2026-04197,ACC-6938,6231.92,EUR,2026-02-16T22:28:40
TXN-2026-04198,ACC-9711,2178.90,EUR,2026-03-08T01:51:37
TXN-2026-04199,ACC-4203,4617.68,USD,2026-02-13T10:23:08
TXN-2026-04200,ACC-7811,4555.40,USD,2026-06-03T17:48:10
TXN-2026-04201,ACC-2099,1474.76,EUR,2026-03-28T00:35:16
TXN-2026-04202,ACC-8656,4691.02,ARS,2026-02-10T20:09:46
TXN-2026-04203,ACC-6918,1984.96,USD,2026-04-11T23:47:01
TXN-2026-04204,ACC-3817,488.21,EUR,2026-06-29T00:31:49
TXN-2026-04205,ACC-7057,9878.53,ARS,2026-03-22T07:49:32
TXN-2026-04206,ACC-3648,2834.41,ARS,2026-03-04T05:20:06
TXN-2026-04207,ACC-7021,7733.53,ARS,2026-06-09T22:37:27
TXN-2026-04208,ACC-3770,1182.17,USD,2026-05-22T01:12:07
TXN-2026-04209,ACC-4071,418.55,EUR,2026-02-14T08:22:09
TXN-2026-04210,ACC-6506,9881.26,EUR,2026-03-26T07:25:39
TXN-2026-04211,ACC-7658,1208.26,ARS,2026-02-15T08:04:43
TXN-2026-04212,ACC-1502,4309.31,USD,2026-02-15T17:59:58
TXN-2026-04213,ACC-5019,5814.14,USD,2026-01-06T20:06:58
TXN-2026-04214,ACC-1553,8116.88,ARS,2026-05-29T22:41:31
TXN-2026-04215,ACC-5717,1399.09,USD,2026-05-29T11:23:56
TXN-2026-04216,ACC-7745,3908.19,EUR,2026-06-11T12:14:08
TXN-2026-04217,ACC-6303,1677.70,ARS,2026-03-29T06:11:22
TXN-2026-04218,ACC-1806,3039.35,EUR,2026-06-24T07:21:11
TXN-2026-04219,ACC-8595,4709.41,USD,2026-02-26T05:47:58
TXN-2026-04220,ACC-5806,8554.86,ARS,2026-02-27T05:33:29
TXN-2026-04221,ACC-9132,8034.32,USD,2026-04-08T03:12:23
TXN-2026-04222,ACC-6592,3311.90,ARS,2026-03-02T16:25:15
TXN-2026-04223,ACC-9343,6041.37,USD,2026-01-23T13:02:05
TXN-2026-04224,ACC-4180,1713.40,USD,2026-05-24T01:59:17
TXN-2026-04225,ACC-2104,2174.32,USD,2026-04-04T23:44:40
TXN-2026-04226,ACC-2682,1387.76,ARS,2026-01-06T19:33:31
TXN-2026-04228,ACC-3486,5066.16,USD,2026-02-04T10:17:26
TXN-2026-04229,ACC-4813,4842.97,USD,2026-06-28T12:38:43
TXN-2026-04230,ACC-6623,1860.27,ARS,2026-03-19T23:49:19
TXN-2026-04231,ACC-3687,5257.77,USD,2026-05-09T00:06:24
TXN-2026-04232,ACC-3157,1955.75,ARS,2026-05-23T14:32:58
TXN-2026-04233,ACC-1540,9759.62,USD,2026-06-27T09:36:02
TXN-2026-04234,ACC-9994,4489.40,USD,2026-03-19T20:54:38
TXN-2026-04235,ACC-1156,7228.25,USD,2026-06-24T00:27:27
TXN-2026-04236,ACC-4992,1039.95,EUR,2026-05-10T00:01:15
TXN-2026-04237,ACC-4132,7201.78,USD,2026-01-21T16:38:33
TXN-2026-04238,ACC-7479,8189.21,EUR,2026-01-24T18:11:05
TXN-2026-04239,ACC-5144,8918.68,EUR,2026-03-06T05:43:18
TXN-2026-04240,ACC-7807,7921.29,EUR,2026-04-28T10:36:49
TXN-2026-04241,ACC-1980,7346.92,USD,2026-02-20T12:01:36
TXN-2026-04242,ACC-7845,8243.78,ARS,2026-05-23T05:28:49
TXN-2026-04243,ACC-5951,330.20,ARS,2026-05-31T20:59:13
TXN-2026-04244,ACC-8991,3060.22,ARS,2026-01-20T01:35:16
TXN-2026-04245,ACC-8875,681.44,USD,2026-01-26T19:42:02
TXN-2026-04246,ACC-6113,6003.55,ARS,2026-01-26T10:03:01
TXN-2026-04247,ACC-9683,7199.89,EUR,2026-01-20T06:13:42
TXN-2026-04248,ACC-9706,5405.49,EUR,2026-02-16T00:39:57
TXN-2026-04249,ACC-1627,1743.99,EUR,2026-06-14T00:27:12
TXN-2026-04250,ACC-8445,5468.80,ARS,2026-05-17T03:16:18
TXN-2026-04251,ACC-1213,7880.06,USD,2026-02-17T09:02:35
TXN-2026-04252,ACC-7091,8542.82,ARS,2026-04-22T13:51:45
TXN-2026-04253,ACC-5849,129.50,ARS,2026-03-29T09:51:32
TXN-2026-04254,ACC-9789,6451.97,ARS,2026-04-21T06:04:38
TXN-2026-04255,ACC-4754,8444.92,ARS,2026-02-09T06:04:31
TXN-2026-04256,ACC-9509,324.48,USD,2026-01-21T16:17:40
TXN-2026-04257,ACC-2005,5478.13,USD,2026-04-24T09:38:50
TXN-2026-04258,ACC-9195,9435.41,EUR,2026-01-26T14:00:48
TXN-2026-04259,ACC-7591,9579.28,ARS,2026-01-06T04:54:00
TXN-2026-04260,ACC-9493,5502.68,EUR,2026-05-14T01:24:14
TXN-2026-04261,ACC-1455,7715.55,ARS,2026-01-24T02:23:36
TXN-2026-04262,ACC-7207,200.40,EUR,2026-04-22T21:22:05
TXN-2026-04263,ACC-2891,8230.19,EUR,2026-02-25T23:12:49
TXN-2026-04264,ACC-3595,6661.75,EUR,2026-04-03T10:21:04
TXN-2026-04265,ACC-8581,9939.34,USD,2026-05-03T11:26:30
TXN-2026-04266,ACC-6857,1869.12,ARS,2026-02-15T14:50:00
TXN-2026-04267,ACC-8054,7020.87,ARS,2026-06-27T08:28:40
TXN-2026-04268,ACC-1729,5883.19,ARS,2026-05-26T19:35:05
TXN-2026-04269,ACC-2969,9245.44,USD,2026-01-08T00:10:48
TXN-2026-04270,ACC-8389,3733.15,EUR,2026-04-10T00:14:44
TXN-2026-04271,ACC-1440,8902.61,USD,2026-04-07T07:59:24
TXN-2026-04272,ACC-7557,7281.85,USD,2026-06-26T23:52:17
TXN-2026-04273,ACC-7526,5843.25,EUR,2026-04-19T13:30:39
TXN-2026-04274,ACC-5851,3524.44,EUR,2026-02-04T14:13:20
TXN-2026-04275,ACC-4676,3029.85,EUR,2026-02-14T02:04:28
TXN-2026-04276,ACC-2513,744.82,EUR,2026-04-18T00:32:25
TXN-2026-04277,ACC-8130,3706.63,USD,2026-03-02T11:48:39
TXN-2026-04278,ACC-3130,2297.89,ARS,2026-02-19T08:05:34
TXN-2026-04279,ACC-3107,2465.22,EUR,2026-06-16T04:18:10
TXN-2026-04280,ACC-6532,8337.90,ARS,2026-01-02T13:07:00
TXN-2026-04281,ACC-3023,3513.44,USD,2026-06-12T14:28:50
TXN-2026-04282,ACC-5455,632.72,USD,2026-04-23T17:57:12
TXN-2026-04283,ACC-4981,5237.87,ARS,2026-06-26T17:56:22
TXN-2026-04284,ACC-7636,4618.65,EUR,2026-04-20T07:35:11
TXN-2026-04285,ACC-1274,7046.43,USD,2026-05-21T10:49:47
TXN-2026-04286,ACC-5590,457.30,USD,2026-01-23T04:29:28
TXN-2026-04287,ACC-6627,7663.59,EUR,2026-04-08T12:14:00
TXN-2026-04288,ACC-7643,117.18,EUR,2026-05-21T06:23:28
TXN-2026-04289,ACC-1774,9524.01,ARS,2026-06-29T22:45:19
TXN-2026-04290,ACC-5148,5511.77,USD,2026-05-01T23:24:44
TXN-2026-04291,ACC-5201,6622.42,USD,2026-01-25T01:09:18
TXN-2026-04292,ACC-3275,9335.80,ARS,2026-03-22T12:52:21
TXN-2026-04293,ACC-6803,4591.73,EUR,2026-02-28T17:29:33
TXN-2026-04294,ACC-6620,2780.18,ARS,2026-02-09T13:27:12
TXN-2026-04295,ACC-6837,1091.34,USD,2026-03-23T11:11:55
TXN-2026-04296,ACC-6958,5358.99,ARS,2026-02-21T17:49:07
TXN-2026-04297,ACC-9618,2801.84,EUR,2026-04-06T11:00:43
TXN-2026-04298,ACC-6128,17.46,EUR,2026-01-12T12:02:38
TXN-2026-04299,ACC-3560,467.25,EUR,2026-06-21T15:43:25
TXN-2026-04300,ACC-5916,1140.36,ARS,2026-02-15T12:49:36
TXN-2026-04301,ACC-7582,3081.49,EUR,2026-02-27T22:24:14
TXN-2026-04302,ACC-6104,4658.74,EUR,2026-05-29T19:48:52
TXN-2026-04303,ACC-3591,526.86,ARS,2026-03-15T04:23:56
TXN-2026-04304,ACC-4793,2034.30,USD,2026-01-02T14:50:13
TXN-2026-04305,ACC-1004,1069.68,EUR,2026-04-10T23:01:07
TXN-2026-04306,ACC-3633,9130.24,USD,2026-05-07T23:20:31
TXN-2026-04307,ACC-7485,2372.77,USD,2026-05-27T09:05:43
TXN-2026-04308,ACC-7595,4702.39,USD,2026-06-19T11:32:00
TXN-2026-04309,ACC-8627,907.34,USD,2026-05-21T16:35:03
TXN-2026-04310,ACC-8620,4102.34,EUR,2026-04-24T04:26:03
TXN-2026-04311,ACC-4291,4451.62,EUR,2026-02-20T16:04:05
TXN-2026-04312,ACC-6810,7719.57,EUR,2026-05-03T05:34:07
TXN-2026-04313,ACC-2204,3056.09,EUR,2026-04-05T13:17:29
TXN-2026-04314,ACC-1703,4245.20,ARS,2026-05-12T23:47:30
TXN-2026-04315,ACC-8086,971.37,EUR,2026-02-05T01:51:06
TXN-2026-04316,ACC-1205,8128.61,USD,2026-03-15T10:56:34
TXN-2026-04317,ACC-7704,243.61,EUR,2026-04-07T11:32:45
TXN-2026-04318,ACC-6013,8251.08,ARS,2026-06-09T12:02:11
TXN-2026-04319,ACC-2787,236.17,EUR,2026-04-19T13:38:35
TXN-2026-04320,ACC-3719,7109.82,USD,2026-02-11T15:18:24
TXN-2026-04321,ACC-3434,614.93,EUR,2026-05-02T14:08:22
TXN-2026-04322,ACC-8362,4080.44,ARS,2026-04-26T11:29:18
TXN-2026-04323,ACC-2229,8992.81,ARS,2026-03-21T22:56:55
TXN-2026-04324,ACC-8383,1537.09,EUR,2026-01-25T07:14:40
TXN-2026-04325,ACC-3738,8904.53,ARS,2026-04-23T23:49:23
TXN-2026-04326,ACC-1584,9592.68,ARS,2026-06-16T08:43:10
TXN-2026-04327,ACC-1746,2749.44,ARS,2026-05-09T08:06:20
TXN-2026-04328,ACC-2652,7674.66,ARS,2026-06-07T05:58:29
TXN-2026-04329,ACC-5831,3057.50,USD,2026-02-18T12:38:58
TXN-2026-04330,ACC-8088,7654.35,EUR,2026-02-16T06:35:55
TXN-2026-04331,ACC-3564,242.28,USD,2026-01-05T15:50:11
TXN-2026-04332,ACC-7494,4602.92,USD,2026-04-07T05:16:20
TXN-2026-04333,ACC-1177,4952.34,EUR,2026-03-02T08:38:32
TXN-2026-04334,ACC-8587,2831.47,ARS,2026-06-10T23:34:06
TXN-2026-04335,ACC-9020,1472.54,USD,2026-01-26T19:19:36
TXN-2026-04336,ACC-4370,1141.94,ARS,2026-06-20T02:54:50
TXN-2026-04337,ACC-3118,3384.41,USD,2026-05-24T06:23:11
TXN-2026-04338,ACC-1693,4562.78,ARS,2026-04-15T19:38:06
TXN-2026-04339,ACC-5344,9414.27,EUR,2026-01-24T15:39:45
TXN-2026-04340,ACC-5972,5327.18,USD,2026-01-10T00:00:41
TXN-2026-04341,ACC-2545,8292.08,USD,2026-06-23T04:39:07
TXN-2026-04342,ACC-4229,8104.75,EUR,2026-04-16T06:30:40
TXN-2026-04343,ACC-9841,1277.83,ARS,2026-05-20T11:01:57
TXN-2026-04344,ACC-7533,8000.39,ARS,2026-05-31T12:44:38
TXN-2026-04345,ACC-7957,8217.46,ARS,2026-01-11T17:21:10
TXN-2026-04346,ACC-8623,1969.01,USD,2026-05-01T10:43:20
TXN-2026-04347,ACC-5258,7530.38,USD,2026-06-03T04:43:01
TXN-2026-04348,ACC-2688,6904.83,ARS,2026-05-06T00:52:20
TXN-2026-04349,ACC-6876,1170.08,EUR,2026-03-08T08:49:14
TXN-2026-04350,ACC-6498,8213.45,EUR,2026-04-15T13:05:12
TXN-2026-04351,ACC-8009,436.85,EUR,2026-05-01T05:21:25
TXN-2026-04352,ACC-3760,1920.23,ARS,2026-04-03T14:51:47
TXN-2026-04353,ACC-1626,766.15,EUR,2026-06-23T21:45:02
TXN-2026-04354,ACC-7211,4342.98,USD,2026-05-11T05:09:26
TXN-2026-04355,ACC-1600,272.76,ARS,2026-04-03T03:11:38
TXN-2026-04356,ACC-2020,8749.56,EUR,2026-02-01T16:18:04
TXN-2026-04357,ACC-8288,258.24,USD,2026-01-11T18:46:48
TXN-2026-04358,ACC-1892,5787.44,USD,2026-04-18T02:26:38
TXN-2026-04359,ACC-9425,8052.28,ARS,2026-02-13T00:13:56
TXN-2026-04360,ACC-7879,2228.98,USD,2026-05-21T18:53:33
TXN-2026-04361,ACC-1447,2057.83,ARS,2026-05-27T05:44:44
TXN-2026-04362,ACC-8660,6344.07,USD,2026-05-17T15:49:51
TXN-2026-04363,ACC-2526,7728.67,USD,2026-06-17T07:21:24
TXN-2026-04364,ACC-4087,3974.65,ARS,2026-04-02T03:17:10
TXN-2026-04365,ACC-6522,650.29,EUR,2026-06-18T14:16:20
TXN-2026-04366,ACC-1900,3015.79,EUR,2026-04-22T16:37:01
TXN-2026-04367,ACC-4470,6995.97,USD,2026-01-24T11:32:00
TXN-2026-04368,ACC-9291,3891.52,ARS,2026-06-04T20:51:31
TXN-2026-04369,ACC-9759,7018.21,ARS,2026-02-11T06:36:38
TXN-2026-04370,ACC-1885,6599.05,USD,2026-02-19T01:56:57
TXN-2026-04371,ACC-8728,7298.11,USD,2026-04-17T05:17:59
TXN-2026-04372,ACC-8410,1418.24,ARS,2026-05-15T18:40:42
TXN-2026-04373,ACC-3638,7708.34,USD,2026-06-07T10:22:35
TXN-2026-04374,ACC-5793,8779.84,ARS,2026-04-15T04:48:18
TXN-2026-04375,ACC-8731,4887.09,USD,2026-01-12T06:10:04
TXN-2026-04376,ACC-8049,7032.43,USD,2026-02-18T00:50:02
TXN-2026-04377,ACC-3314,1847.74,USD,2026-05-18T18:33:41
TXN-2026-04378,ACC-7107,1559.94,ARS,2026-06-22T00:20:16
TXN-2026-04379,ACC-4747,5666.22,USD,2026-01-09T05:50:49
TXN-2026-04380,ACC-5755,9938.67,EUR,2026-04-30T16:51:52
TXN-2026-04381,ACC-1142,8324.57,USD,2026-04-25T10:39:16
TXN-2026-04382,ACC-9799,7984.68,USD,2026-04-27T08:59:51
TXN-2026-04383,ACC-6633,6652.24,USD,2026-04-20T06:45:58
TXN-2026-04384,ACC-1018,2949.62,USD,2026-03-23T06:48:10
TXN-2026-04385,ACC-5614,7049.73,ARS,2026-06-12T04:35:56
TXN-2026-04386,ACC-4412,4784.69,ARS,2026-04-30T19:32:00
TXN-2026-04387,ACC-2912,1948.89,USD,2026-01-01T21:54:38
TXN-2026-04388,ACC-8546,9198.89,USD,2026-05-16T18:23:26
TXN-2026-04389,ACC-6616,8366.40,ARS,2026-02-24T02:35:25
TXN-2026-04390,ACC-5958,3633.27,EUR,2026-04-17T05:16:12
TXN-2026-04391,ACC-9847,9820.79,USD,2026-01-10T18:27:19
TXN-2026-04392,ACC-2791,7455.24,EUR,2026-06-08T18:34:20
TXN-2026-04393,ACC-2118,1826.74,USD,2026-04-10T17:48:23
TXN-2026-04394,ACC-9552,7131.49,ARS,2026-05-27T10:08:58
TXN-2026-04395,ACC-3848,8099.83,ARS,2026-05-22T05:58:29
TXN-2026-04396,ACC-7004,2636.74,USD,2026-03-13T21:24:46
TXN-2026-04397,ACC-6233,3144.71,ARS,2026-05-28T11:00:49
TXN-2026-04398,ACC-2879,6039.23,USD,2026-01-01T23:09:36
TXN-2026-04399,ACC-8148,8209.61,USD,2026-02-27T03:44:17
TXN-2026-04400,ACC-4660,7330.01,ARS,2026-03-14T20:30:01
TXN-2026-04401,ACC-2620,9876.71,EUR,2026-03-28T11:32:14
TXN-2026-04402,ACC-1547,8097.15,USD,2026-03-11T10:33:51
TXN-2026-04403,ACC-7208,9755.15,USD,2026-04-24T07:16:03
TXN-2026-04404,ACC-5237,3179.08,EUR,2026-04-03T08:38:53
TXN-2026-04405,ACC-3323,5387.25,USD,2026-05-26T21:10:27
TXN-2026-04406,ACC-4135,2753.40,EUR,2026-01-12T03:59:51
TXN-2026-04407,ACC-9784,9919.66,USD,2026-05-23T09:43:45
TXN-2026-04408,ACC-1847,441.31,USD,2026-04-25T06:57:20
TXN-2026-04409,ACC-6151,5040.81,USD,2026-04-03T14:15:28
TXN-2026-04410,ACC-4584,5151.64,EUR,2026-02-13T03:04:50
TXN-2026-04411,ACC-6702,8375.09,ARS,2026-04-24T18:04:26
TXN-2026-04412,ACC-5732,1090.37,USD,2026-06-01T06:05:37
TXN-2026-04413,ACC-9472,1684.60,USD,2026-06-12T00:58:57
TXN-2026-04414,ACC-2659,2812.99,EUR,2026-02-15T11:18:13
TXN-2026-04415,ACC-4695,3658.58,EUR,2026-06-18T04:56:11
TXN-2026-04416,ACC-2673,8009.62,ARS,2026-05-28T01:25:36
TXN-2026-04417,ACC-5582,1317.51,EUR,2026-02-03T03:10:00
TXN-2026-04418,ACC-7079,7410.77,EUR,2026-04-23T17:56:41
TXN-2026-04419,ACC-2203,1084.70,EUR,2026-02-13T05:17:25
TXN-2026-04420,ACC-2090,7825.46,EUR,2026-04-05T00:16:17
TXN-2026-04421,ACC-8877,8236.28,EUR,2026-04-15T16:02:58
TXN-2026-04422,ACC-1337,6592.28,USD,2026-06-25T00:09:36
TXN-2026-04423,ACC-7015,2550.92,EUR,2026-04-30T04:21:54
TXN-2026-04424,ACC-5186,1196.59,ARS,2026-06-09T15:09:12
TXN-2026-04425,ACC-1956,8202.90,USD,2026-04-15T08:55:24
TXN-2026-04426,ACC-2110,8073.18,ARS,2026-01-25T10:58:51
TXN-2026-04427,ACC-6624,2079.88,USD,2026-06-24T05:46:02
TXN-2026-04428,ACC-2505,5328.38,USD,2026-04-30T01:53:27
TXN-2026-04429,ACC-7480,1619.00,EUR,2026-03-22T03:51:21
TXN-2026-04430,ACC-5547,3394.60,EUR,2026-02-10T22:05:52
TXN-2026-04431,ACC-9381,7172.22,ARS,2026-06-21T02:34:54
TXN-2026-04432,ACC-8648,3686.68,USD,2026-02-06T03:20:28
TXN-2026-04433,ACC-1402,7870.67,ARS,2026-03-21T02:03:54
TXN-2026-04434,ACC-8978,6423.91,EUR,2026-02-12T07:28:02
TXN-2026-04435,ACC-5993,9340.42,ARS,2026-01-30T18:48:23
TXN-2026-04436,ACC-3368,6407.59,EUR,2026-01-13T23:21:36
TXN-2026-04437,ACC-1875,9429.53,EUR,2026-06-21T21:35:29
TXN-2026-04438,ACC-6270,3396.99,USD,2026-04-23T02:28:01
TXN-2026-04439,ACC-9540,9023.10,EUR,2026-06-22T07:37:07
TXN-2026-04440,ACC-6168,7841.84,EUR,2026-02-18T21:39:30
TXN-2026-04441,ACC-3721,6044.29,ARS,2026-01-31T21:20:33
TXN-2026-04442,ACC-9793,8432.67,EUR,2026-03-14T04:30:42
TXN-2026-04443,ACC-8523,9031.54,ARS,2026-06-09T05:03:18
TXN-2026-04444,ACC-6403,6677.08,USD,2026-02-05T22:28:48
TXN-2026-04445,ACC-9969,2006.68,ARS,2026-03-14T17:41:37
TXN-2026-04446,ACC-1692,8258.13,ARS,2026-02-06T12:32:47
TXN-2026-04447,ACC-2022,5752.78,ARS,2026-05-12T14:28:04
TXN-2026-04448,ACC-5107,4587.82,USD,2026-05-10T21:50:45
TXN-2026-04449,ACC-4242,2798.53,USD,2026-01-18T15:40:02
TXN-2026-04450,ACC-3986,5912.17,EUR,2026-04-09T12:16:14
TXN-2026-04451,ACC-7905,1211.06,USD,2026-03-19T08:16:10
TXN-2026-04452,ACC-6414,6670.47,ARS,2026-05-25T20:44:56
TXN-2026-04453,ACC-2087,7275.20,EUR,2026-01-17T10:15:21
TXN-2026-04454,ACC-4685,8951.14,USD,2026-02-07T14:43:26
TXN-2026-04455,ACC-7598,4294.64,USD,2026-05-22T03:55:06
TXN-2026-04456,ACC-1755,5992.30,USD,2026-04-02T01:02:39
TXN-2026-04457,ACC-8282,357.63,USD,2026-03-18T07:47:59
TXN-2026-04458,ACC-1592,5934.08,EUR,2026-04-22T10:31:17
TXN-2026-04459,ACC-7622,6009.65,USD,2026-01-07T14:05:17
TXN-2026-04460,ACC-5918,6248.01,EUR,2026-04-20T19:25:43
TXN-2026-04461,ACC-4103,5725.94,USD,2026-04-03T23:53:34
TXN-2026-04462,ACC-5891,2306.84,EUR,2026-03-21T18:37:06
TXN-2026-04463,ACC-2283,9248.54,USD,2026-03-01T06:26:42
TXN-2026-04464,ACC-7079,1015.53,USD,2026-03-10T09:14:28
TXN-2026-04465,ACC-3273,4334.37,EUR,2026-03-15T14:22:57
TXN-2026-04466,ACC-2326,5933.49,USD,2026-02-06T23:05:09
TXN-2026-04467,ACC-1674,6320.34,ARS,2026-05-18T15:17:33
TXN-2026-04468,ACC-1767,1401.76,ARS,2026-02-18T13:05:37
TXN-2026-04469,ACC-5990,5523.56,EUR,2026-06-15T09:47:09
TXN-2026-04470,ACC-2878,3379.04,EUR,2026-06-05T08:36:58
TXN-2026-04471,ACC-1433,9790.44,USD,2026-04-17T06:48:17
TXN-2026-04472,ACC-5406,2805.11,USD,2026-06-17T20:22:57
TXN-2026-04473,ACC-3320,8583.38,EUR,2026-03-07T01:32:40
TXN-2026-04474,ACC-1392,4654.95,USD,2026-01-07T18:32:03
TXN-2026-04475,ACC-8461,4554.68,USD,2026-06-23T15:04:26
TXN-2026-04476,ACC-9819,7430.68,ARS,2026-05-28T11:03:08
TXN-2026-04477,ACC-3900,8162.94,ARS,2026-02-05T16:30:50
TXN-2026-04478,ACC-4052,4997.35,ARS,2026-01-02T07:47:14
TXN-2026-04479,ACC-2103,3676.41,ARS,2026-02-25T12:27:25
TXN-2026-04480,ACC-1751,8974.76,USD,2026-01-03T08:57:39
TXN-2026-04481,ACC-2300,6484.54,ARS,2026-06-16T12:24:22
TXN-2026-04482,ACC-7983,9124.25,USD,2026-04-06T13:25:30
TXN-2026-04483,ACC-6520,3209.41,EUR,2026-02-15T22:00:52
TXN-2026-04484,ACC-4209,6867.00,ARS,2026-03-07T09:35:50
TXN-2026-04485,ACC-2193,9758.98,ARS,2026-01-07T16:05:58
TXN-2026-04486,ACC-6689,6813.05,EUR,2026-02-26T09:09:13
